,leave,stay
516,86.31908,105.789215
517,46.17673,45.279137
518,114.53114,113.40799
519,39.5901,39.057983
520,70.48813,111.32172
521,20.946,29.660147
522,75.5811,110.24844
523,33.175888,32.783863
524,90.092384,113.79956
525,37.713093,37.051025
526,72.84915,110.46828
527,16.663853,29.153938
528,45.447613,71.20257
529,82.30716,86.7661
530,46.376,70.75943
531,82.54443,85.37065
532,49.6967,72.34271
533,83.26019,85.14447
534,49.563328,71.539536
535,83.78121,83.69753
536,69.008865,80.309326
537,69.825806,76.96834
538,73.16633,81.9558
539,74.60449,78.418564
540,73.72365,82.05085
541,75.60287,78.04947
542,102.21263,96.92731
543,70.18868,69.14361
544,69.510544,98.59281
545,63.878273,65.32957
546,76.13054,99.69496
547,62.184746,63.184433
548,74.78478,99.39397
549,60.385246,61.48313
550,79.347885,100.11509
551,60.9327,61.76387
552,82.79588,100.382385
553,59.90454,60.309364
554,89.403946,102.80095
555,64.132675,63.511894
556,109.44141,109.790726
557,57.845886,56.309235
558,32.893826,79.09088
559,70.93329,72.09538
560,33.962364,77.03436
561,70.40275,71.83317
562,48.54133,79.072556
563,72.39804,73.07516
564,52.79409,79.09039
565,72.40331,72.98192
566,45.02648,81.252716
567,65.902084,66.4236
568,13.031881,54.27089
569,80.77347,81.7968
570,13.961563,54.556213
571,80.03993,80.86638
572,32.559513,54.74202
573,81.51442,81.72273
574,43.499016,54.07167
575,80.754684,79.898415
576,8.8900795,18.356178
577,94.1391,93.34062
578,13.677116,26.101625
579,86.25109,85.24611
580,22.937746,33.166527
581,85.86669,84.78772
582,21.760014,32.99399
583,84.48454,83.41855
584,28.530203,45.00447
585,79.27643,78.3984
586,33.153885,42.088615
587,84.99078,84.05527
588,32.84316,42.170418
589,83.786934,82.97017
590,35.181988,43.78344
591,82.42584,81.96531
592,84.89831,80.02278
593,56.20394,55.31057
594,88.367645,101.4056
595,16.940338,27.93069
596,45.447613,71.20257
597,82.30716,86.7661
598,45.31424,70.39938
599,82.82821,85.31917
600,46.242607,69.95625
601,83.06546,83.923706
602,50.007603,70.859055
603,82.81075,82.76341
604,58.708992,73.30571
605,86.3813,85.50916
606,75.99367,77.65116
607,77.991806,77.25711
608,90.39748,85.67461
609,76.44596,75.10518
610,55.118385,86.66263
611,71.689,72.910225
612,49.9757,86.77617
613,69.350815,70.5881
614,56.73419,88.02551
615,68.57989,69.392914
616,72.294106,91.813965
617,72.80803,72.59546
618,112.71034,113.9702
619,56.11032,54.80712
620,114.595505,113.51962
621,55.49497,54.24388
622,75.48151,108.78931
623,46.517555,47.989304
624,80.96842,110.16163
625,47.216797,48.046997
626,91.39551,112.864105
627,48.001637,47.8796
628,102.80903,116.20058
629,47.48842,46.374313
630,108.01468,116.78537
631,48.56408,47.05645
632,111.05657,115.89775
633,48.66967,47.23208
634,112.93633,115.92381
635,48.40036,47.073746
636,81.04687,111.27809
637,40.329346,41.218224
638,77.586395,110.60012
639,37.059544,38.11071
640,81.81113,110.82376
641,36.911377,37.948868
642,92.45745,112.490265
643,37.275738,37.66082
644,97.606674,113.682556
645,38.797462,38.823883
646,102.43785,114.81328
647,40.797688,40.230225
648,47.10385,95.746124
649,41.76953,42.294594
650,48.656265,95.50937
651,39.41347,41.954453
652,84.023056,103.37598
653,42.67747,41.715645
654,31.207771,47.11062
655,76.85864,76.020386
656,8.937874,33.229164
657,84.50127,83.19401
658,45.447613,71.20257
659,82.30716,86.7661
660,46.319565,71.494774
661,86.06332,86.71569
662,47.65861,72.375175
663,85.96834,86.68751
664,60.378265,75.8578
665,90.442,88.91501
666,69.437035,74.24522
667,79.790665,78.66878
668,69.89211,74.39325
669,80.24607,78.963394
670,84.767,82.70296
671,77.40309,76.008316
672,46.136063,77.79843
673,77.40204,78.06856
674,48.010082,78.494064
675,78.621826,78.89876
676,47.776134,79.138824
677,76.915245,77.086006
678,58.792603,80.956955
679,78.93506,78.59826
680,105.859535,110.19738
681,58.3403,56.907112
682,115.27368,112.96826
683,54.101116,52.936974
684,76.96752,109.64052
685,45.390354,46.864426
686,81.76509,110.11871
687,45.27288,46.631233
688,84.37714,111.63318
689,45.057343,46.222015
690,79.15162,81.43526
691,64.01239,67.394745
692,70.62191,69.338776
693,69.62254,72.486694
694,77.78994,75.32171
695,64.417984,66.9031
696,68.57417,67.980484
697,71.539185,73.87436
698,77.718216,73.73595
699,67.804596,69.49246
700,87.68135,81.41554
701,62.000908,63.183388
702,43.421963,50.293907
703,93.446045,93.18726
704,32.671513,41.82659
705,90.21592,89.06839
706,20.628647,52.17095
707,80.78487,79.31163
708,16.601227,57.996857
709,74.50925,73.89869
710,20.646317,67.220024
711,67.37508,67.262886
712,85.47138,100.55682
713,48.706528,47.369774
714,90.59972,100.82419
715,49.282417,48.01853
716,91.27052,100.35373
717,48.621178,47.013077
718,93.76527,100.40762
719,48.398666,46.909668
720,50.011177,96.76132
721,39.891975,40.43241
722,57.559345,98.76601
723,43.562157,43.600174
724,65.37876,100.512054
725,44.776524,44.997475
726,65.86598,100.38638
727,44.5533,44.08378
728,74.23212,101.497635
729,43.792732,43.265053
730,76.77508,101.52798
731,40.24996,42.764153
732,98.94412,106.14601
733,40.70282,42.518227
734,99.62033,104.591034
735,30.19809,35.387054
736,121.27002,112.66409
737,22.55806,33.51783
738,88.059814,105.80368
739,15.446146,29.07337
740,45.447613,71.20257
741,82.30716,86.7661
742,55.429176,76.105804
743,72.23141,81.954834
744,62.761948,77.308334
745,78.39604,81.45915
746,91.68565,90.628044
747,73.38818,77.24565
748,69.54287,98.63092
749,61.004765,62.7146
750,76.79994,99.97852
751,59.498478,60.771217
752,84.51435,101.587776
753,59.779503,60.49485
754,86.94061,101.2068
755,60.420296,61.078636
756,90.090515,101.40141
757,59.392128,59.624123
758,89.87448,101.63222
759,56.55876,56.729324
760,91.860886,101.79709
761,57.661217,57.62648
762,116.88243,113.98083
763,49.845963,48.497787
764,76.273575,110.64923
765,42.586136,44.182236
766,88.88266,112.13267
767,45.125977,45.79808
768,92.78244,112.60474
769,44.731586,45.301888
770,97.42503,113.96916
771,42.958427,43.304146
772,101.13508,111.85539
773,44.759075,44.436417
774,82.38732,105.796844
775,52.943855,52.059387
776,105.16817,113.47099
777,47.882816,46.371094
778,109.65869,113.56962
779,46.153328,44.61763
780,125.424065,117.71997
781,42.987015,42.312073
782,71.79407,110.804634
783,36.79278,37.730797
784,81.29884,110.124626
785,34.43804,35.004944
786,88.605316,113.92792
787,35.069035,35.040176
788,94.405785,116.02954
789,36.652992,36.51425
790,97.37851,117.14615
791,37.7925,36.592255
792,100.142044,116.52996
793,35.173462,35.8441
794,102.170456,115.54632
795,37.390266,36.71466
796,105.14293,115.96375
797,36.77228,37.01655
798,120.86923,116.242386
799,36.348614,39.16086
800,121.309814,116.36087
801,35.120758,39.395744
802,87.86717,117.87293
803,22.016766,31.684343
804,81.30625,119.30148
805,43.067245,41.877342
806,97.54799,121.1696
807,54.44259,53.52841
808,102.88811,120.60251
809,47.617424,46.00506
810,104.916534,119.61889
811,46.039375,44.3891
812,115.76044,120.48768
813,45.64447,44.649643
814,97.989685,117.67142
815,18.320343,35.17241
816,45.447613,71.20257
817,82.30716,86.7661
818,54.09056,73.65763
819,90.03963,88.7881
820,104.84024,98.36201
821,72.33571,71.459335
822,71.888504,101.37317
823,59.93951,61.511078
824,74.04018,102.63691
825,60.275524,61.53766
826,77.7088,103.11241
827,60.114845,61.223106
828,62.767506,102.11661
829,53.188843,54.83835
830,69.28356,102.15918
831,48.433796,49.738792
832,72.46687,101.35416
833,49.645943,51.154945
834,81.3412,102.609
835,48.76633,49.708565
836,84.86607,103.187546
837,47.75364,48.35582
838,91.70026,106.609146
839,53.665283,53.488274
840,37.84406,85.9984
841,55.479546,57.152985
842,37.612057,83.98292
843,50.962353,52.468163
844,32.36014,85.64527
845,44.264816,46.164597
846,35.14507,86.92474
847,46.141014,46.89276
848,42.037453,88.49391
849,48.146248,48.954422
850,46.188637,88.605934
851,47.521324,48.497093
852,51.469234,88.884415
853,41.109795,46.27775
854,55.24295,91.46359
855,40.85367,40.064857
856,73.54036,95.76433
857,38.621307,37.747383
858,76.59117,96.292015
859,38.724995,37.507164
860,101.56503,103.1382
861,33.427822,33.626244
862,104.98434,102.66456
863,31.106005,33.402702
864,68.053085,97.96872
865,5.9369535,19.580217
866,45.447613,71.20257
867,82.30716,86.7661
868,46.376,70.75943
869,82.54443,85.37065
870,46.242607,69.95625
871,83.06546,83.923706
872,48.906075,70.80017
873,83.5035,83.787
874,50.29722,70.846664
875,82.64238,82.713974
876,39.724922,71.29238
877,76.85924,81.01404
878,47.299965,73.066696
879,79.80184,82.667015
880,54.369713,74.16171
881,83.52289,82.7745
882,27.799824,73.63285
883,72.8145,73.92224
884,34.393337,79.78351
885,68.052185,68.76454
886,25.946312,74.7847
887,70.52766,71.5853
888,27.411104,74.56307
889,72.96871,73.51958
890,27.556046,73.80381
891,72.85666,73.35796
892,39.85352,74.09559
893,75.81139,75.57757
894,66.6319,94.025894
895,56.3338,55.47682
896,105.96812,109.05676
897,45.748093,44.72635
898,117.51932,110.25989
899,42.01562,41.174675
900,124.2359,115.86932
901,49.234467,48.87648
902,76.65118,112.96758
903,21.40366,30.010935
904,73.86607,115.26245
905,41.209194,40.108032
906,101.94053,120.84093
907,54.088913,52.2414
908,90.90624,112.84753
909,15.335947,34.65036
910,45.447613,71.20257
911,82.30716,86.7661
912,49.21261,72.10537
913,84.016754,85.264206
914,50.58297,72.154854
915,84.18297,84.01252
916,70.37636,81.78458
917,71.84868,79.03664
918,70.0399,81.00908
919,73.12958,78.52375
920,70.84156,81.47
921,74.86776,78.60266
922,74.94338,81.986694
923,79.28375,78.13794
924,40.366745,70.85477
925,74.78492,84.26792
926,48.192917,72.78899
927,81.99541,84.7401
928,49.730545,73.68571
929,81.90044,84.7119
930,60.878036,76.30115
931,85.799835,84.58095
932,68.60094,75.27303
933,75.34998,74.514244
934,87.698715,89.37723
935,70.65683,69.14389
936,92.6176,91.23926
937,72.084,70.14052
938,55.52803,96.279755
939,54.70147,56.587082
940,59.1725,96.28555
941,54.54079,56.272522
942,68.63993,100.199615
943,59.437397,60.115776
944,70.29158,101.38084
945,59.666725,60.185875
946,74.48959,101.63827
947,60.307514,60.76967
948,79.20271,100.986206
949,56.36094,56.54119
950,47.737408,94.30463
951,45.828896,47.87198
952,53.983345,95.619064
953,46.93662,48.801865
954,62.71295,97.72069
955,49.59557,50.88138
956,64.86632,97.6611
957,48.977875,50.030327
958,68.04205,97.377
959,45.509415,46.290718
960,80.232895,101.1681
961,49.73756,49.493263
962,112.69824,110.58511
963,38.90092,38.234413
964,61.479595,104.34796
965,15.786783,29.638609
966,69.26138,103.75336
967,30.6898,30.94892
968,80.262054,104.26404
969,23.206415,28.538208
970,86.451996,104.93344
971,22.95642,28.703236
972,93.094864,108.90898
973,28.661354,32.165443
974,114.63373,112.18562
975,28.11711,34.605324
976,87.30023,107.8055
977,11.687728,35.48001
978,45.447613,71.20257
979,82.30716,86.7661
980,46.319565,71.494774
981,86.06332,86.71569
982,53.925407,72.875404
983,88.469894,87.509094
984,66.320885,73.828995
985,79.48745,79.00006
986,102.479965,96.187164
987,72.22276,71.17409
988,68.111084,98.186584
989,63.251434,64.79936
990,75.55348,99.6222
991,62.59121,63.5736
992,78.346756,99.76044
993,62.430527,63.25904
994,79.37899,100.421585
995,59.5631,60.102272
996,74.718445,74.789825
997,67.26924,70.28226
998,55.196384,98.280106
999,54.204063,55.87371
1000,62.09589,99.320244
1001,52.697075,53.90329
1002,67.18065,99.559235
1003,55.768715,56.700455
1004,73.498474,99.67226
1005,51.380177,51.828087
1006,82.06482,101.83059
1007,53.25104,53.100174
1008,78.057686,100.77994
1009,52.64037,51.61847
1010,109.10856,112.48424
1011,45.551296,44.251007
1012,25.463427,75.27753
1013,66.08685,67.34688
1014,25.608366,74.518265
1015,65.71728,66.98597
1016,27.890087,75.714424
1017,66.111374,67.54594
1018,30.515867,76.44626
1019,68.131195,69.05819
1020,29.988842,75.269554
1021,64.69166,65.74417
1022,34.24162,75.2874
1023,64.63305,65.58934
1024,47.838593,77.09373
1025,69.0601,69.44766
1026,63.36989,78.10506
1027,70.63681,70.6907
1028,70.10802,76.13484
1029,68.93669,69.27595
1030,19.433561,69.49942
1031,49.760315,52.963127
1032,20.329397,69.56918
1033,52.682514,55.845634
1034,24.357786,72.96873
1035,48.56507,50.843246
1036,39.825058,75.91487
1037,49.732315,55.73713
1038,41.730095,78.849686
1039,43.437325,50.672264
1040,11.443146,21.898985
1041,85.413704,86.40172
1042,31.637226,42.677963
1043,60.201538,75.73433
1044,14.335596,27.49301
1045,76.913475,83.98153
1046,93.86806,88.25058
1047,12.97703,0.91616535
1048,45.447613,71.20257
1049,82.30716,86.7661
1050,58.19001,74.681946
1051,89.69048,88.48762
1052,69.28851,74.52211
1053,78.8735,78.35185
1054,68.50489,73.46924
1055,78.49525,77.96386
1056,98.634705,93.43116
1057,72.4361,70.64982
1058,62.625668,94.13808
1059,65.36648,66.87645
1060,78.72682,98.3407
1061,70.13695,70.495636
1062,80.821976,99.09068
1063,68.63067,68.55225
1064,90.838104,104.22017
1065,62.058685,61.332664
1066,110.616196,113.81151
1067,56.77696,55.55419
1068,112.33334,113.71309
1069,56.87726,55.47428
1070,115.301605,113.82263
1071,57.817978,56.27803
1072,132.3508,125.465515
1073,53.724316,52.718056
1074,101.1391,121.729294
1075,40.033897,39.789406
1076,109.17442,126.269356
1077,55.7547,54.14859
1078,123.26498,126.889595
1079,57.670074,56.684914
1080,135.51878,130.57011
1081,66.05231,65.033615
1082,113.37025,124.49823
1083,25.239574,37.07733
1084,115.07677,137.41109
1085,68.42177,67.42006
1086,121.94041,133.94579
1087,59.3033,57.675682
1088,124.336685,132.60672
1089,61.027035,59.306725
1090,127.91505,131.40863
1091,50.952003,49.815536
1092,134.71162,133.21384
1093,53.954548,52.837517
1094,118.47629,124.240074
1095,23.181202,40.294586
1096,116.02586,125.24687
1097,23.852495,38.10784
1098,115.20734,127.80712
1099,28.317207,37.015213
1100,115.52521,135.30666
1101,51.103386,49.85177
1102,121.60202,132.80641
1103,52.520294,50.97959
1104,132.6277,133.18628
1105,54.697884,53.14505
1106,135.69633,133.39198
1107,53.89196,52.052475
1108,121.1495,120.87219
1109,19.017866,48.42016
1110,45.447613,71.20257
1111,82.30716,86.7661
1112,54.593834,74.080635
1113,90.693924,89.2619
1114,68.87754,74.36932
1115,78.71009,78.37481
1116,42.724297,50.018257
1117,94.88284,93.48427
1118,63.85238,81.62657
1119,73.400154,73.47542
1120,70.60484,81.54913
1121,73.46809,73.29728
1122,74.50223,81.49528
1123,73.343346,72.79025
1124,111.66043,106.980995
1125,55.880238,54.663643
1126,70.811295,105.58569
1127,48.652054,50.253586
1128,75.60889,106.06387
1129,48.53457,50.02038
1130,88.38317,110.07822
1131,52.09484,52.503326
1132,92.77792,111.23559
1133,52.185303,52.24758
1134,92.80051,111.79048
1135,49.97432,50.03257
1136,97.236404,111.87909
1137,49.547195,49.160904
1138,44.112236,91.27315
1139,51.305702,52.880814
1140,45.497314,92.40637
1141,50.395332,51.722946
1142,53.733765,96.19644
1143,55.33162,55.52079
1144,53.013313,60.29738
1145,68.59815,72.00375
1146,39.17681,48.589615
1147,73.72975,76.18182
1148,48.583225,55.136864
1149,70.34718,72.585434
1150,48.543022,100.35043
1151,27.207573,32.788605
