x,y,x_velocity,y_velocity,angle,angular_velocity,left_contact,right_contact
0.23268338,0.71874607,0.07211013,-0.3415403,0.24628285,-0.11439513,0.0,0.0
0.3204584,-0.047999088,0.044502713,-0.008482214,-0.2803197,-6.142053e-07,1.0,0.0
-0.1499649,0.44013593,-0.04380598,-0.40726787,-0.07250594,0.010866454,0.0,0.0
-0.2042462,0.35939956,0.008287987,0.002997752,-0.08439863,0.19494957,0.0,0.0
-0.12587985,0.7458936,-0.13063893,-0.5845087,-0.12875889,0.025806975,0.0,0.0
0.28776646,1.0706097,0.36491346,-0.43980464,0.21715318,-0.051783033,0.0,0.0
0.10001345,1.1243657,0.5281735,-0.8791313,0.07904556,0.23107083,0.0,0.0
-0.09875927,0.48723185,0.2233011,-0.23617531,0.21413709,0.07209745,0.0,0.0
-0.19833155,0.03544937,0.026356136,-0.033099156,-0.06413485,-0.14438236,0.0,0.0
0.48507613,-0.118333474,0.35452914,-0.05096983,0.08443882,0.24300882,1.0,1.0
0.14240399,-0.009951523,-0.0024825265,0.00016216724,-0.0649425,0.0008452896,0.0,1.0
0.064565375,-0.009008136,0.003388571,0.015508614,-0.06230359,0.05200117,1.0,1.0
0.16917638,0.1573454,-0.17942105,-0.22729321,-0.009181897,-0.044495836,0.0,0.0
0.13792333,0.16381603,-0.16963069,-0.19435789,-0.021027995,-0.028178895,0.0,0.0
0.16488151,0.12705596,-0.44457474,-0.27351695,0.1047352,-0.22641568,0.0,0.0
-0.59016997,-0.21465027,-0.122556545,-0.008298447,0.25511762,-0.13864492,1.0,1.0
0.11965513,0.09188569,-0.15335633,-0.24602363,0.0045136167,-0.01055138,0.0,0.0
-0.11820755,0.049171552,-0.020627888,0.010181533,-0.02061649,-0.012068229,0.0,0.0
0.029652214,0.00016108513,4.380105e-05,2.7482907e-08,0.0019410258,-1.3194044e-05,0.0,0.0
0.053614236,0.7887367,0.15120272,-0.6136621,-0.08332172,0.040945373,0.0,0.0
-0.014687729,-0.00068770885,-0.06683812,3.3028898e-06,-0.0047636465,-1.5411294e-06,0.0,0.0
-0.015358543,-0.001291635,0.0009202377,4.1450716e-05,-0.0011650955,-0.0002694428,1.0,1.0
-0.13472395,0.11970957,0.47192112,-0.4881597,0.077075005,0.13270451,0.0,0.0
-0.14533854,1.1891456,0.017637093,-0.59331864,-0.39539567,0.17215677,0.0,0.0
0.13461074,-0.0006118202,-0.03754961,0.00055880245,-0.009005567,0.001947281,1.0,1.0
0.17864104,0.3157729,-0.2053037,-0.32667506,0.0616463,-0.11506937,0.0,0.0
0.89199007,-0.288751,-0.01442948,-0.0018442315,0.18857284,6.4024526e-08,1.0,0.0
0.13167667,0.11771365,-0.094526485,-0.17595495,-0.012365261,0.020785622,0.0,0.0
0.14683428,0.08701194,-0.2111365,-0.26032177,0.021590527,0.009426658,0.0,0.0
-0.13657895,0.95864856,-0.07359213,-0.53536355,-0.22430019,0.05000531,0.0,0.0
0.1484025,0.36460555,-0.052193798,-0.48276553,0.0654959,-0.118542455,0.0,0.0
-0.18813029,0.8978787,-0.60191274,-0.6979849,-0.017702837,-0.03718372,0.0,0.0
0.13703728,0.07461999,0.110787824,-0.33979493,0.050330807,0.0010195702,0.0,0.0
0.06679058,0.1380629,-0.025287252,-0.24438109,0.02075913,0.009069022,0.0,0.0
0.064014815,-0.0051608826,-0.106843874,0.021325924,0.032917276,-0.07193828,1.0,1.0
0.08904581,-0.001158061,-0.0017052892,-1.6534727e-06,0.0022005162,0.00049322535,1.0,0.0
0.07762337,-0.0049915817,-0.22885564,0.071564786,0.030973306,-0.013314588,0.0,0.0
0.718524,-0.2576543,0.07199742,0.08319114,-0.14122498,0.16392359,0.0,0.0
0.10341139,1.3610615,0.55132717,-0.34842116,0.034595292,0.12325154,0.0,0.0
0.10625782,0.17724374,-0.014809264,-0.15494853,0.04414021,-0.05400703,0.0,0.0
