Stick,Hit
0.22781380575240495,-0.679917712089623
0.00647649905981899,0.09294873500618578
0.8906744534108446,-0.9863155264922702
-0.5934658795926073,0.05117506296385138
0.0,0.0
0.022236038601132393,-0.47922548380168195
0.4469796331663063,0.01001160969998965
0.9003979774094583,-0.9999999999879979
-0.23954558675726684,-0.36908767683628896
-0.15442886703121114,0.04018844551583592
-0.2771252286926146,0.12651399607393526
-0.1310825381280334,-0.5578079772056164
0.7402995968012767,-0.8143250939479801
-0.5410280548649987,-0.2528416865439355
-0.21424097013785331,-0.16573063943241953
0.0,0.0
0.03877237427169512,-0.7394975375137681
0.0,0.0
0.0,0.0
-0.6414248534574132,-0.5573384009726068
0.6076486930615957,-0.9986840831912479
0.0,0.0
-0.4701955092618487,-0.20355456224749297
0.0,0.0
-0.25218976448732067,-0.10662350797272391
-0.07784936554942218,-0.4023395917242928
-0.42257026844679535,-0.5333657921300832
0.0,0.0
0.027119547600330945,-0.5903518696296903
-0.43629704972752476,-0.4069381468146733
0.2205875784820593,-0.6558447427367257
0.0,0.0
-0.27065841458486173,-0.13506778774616332
0.1323628224339515,-0.59013083139528
0.0,0.0
0.046734071961769486,0.07217756001026986
0.0,0.0
-0.4905201285036615,0.11923418262625063
-0.48987137156402155,-0.010768183023098826
0.773444052568355,-0.8903935716687557
-0.11385442323752781,0.2225883277759556
0.0,0.0
-0.3622960947841706,-0.18518728719657288
-0.6002287477434985,-0.1505046666477336
0.5771996521999319,-0.8509480609870563
-0.06237821098810082,-0.5942569573262249
0.0,0.0
0.4536131399334682,-0.7286387678298059
0.0,0.0
0.0,0.0
-0.5558329956382158,-0.6550445683470449
0.2712100628100975,-0.6510607233518564
-0.4037649375822906,0.26757882087398066
-0.2048680173468742,0.27592638637290673
-0.12179222217432543,0.10637416362618943
0.9866450164826965,0.06870148208855298
-0.1013277155802162,0.04148610374957448
-0.12386328407763697,0.058704137598068334
-0.5068601226910547,-0.3741911568034553
0.6905543759105948,-0.8631166945578197
-0.2491343828129404,0.2189402624842602
-0.43752729082392555,0.21442776163519373
0.0,0.0
-0.5782497061190236,-0.29861559911912083
-0.5414215553040782,-0.22183317771041783
0.0,0.0
0.09780942022956242,0.025436684189686146
0.0,0.0
-0.576133454070494,-0.41609246957362944
-0.13069609297898416,0.09858606257248095
0.41358826330953913,-0.6033565542879691
0.0,0.0
0.0,0.0
-0.18251220834913023,0.14197903131717604
0.45724217210617174,0.16071504772134487
-0.07716789556431548,0.12290074305316603
0.0,0.0
-0.5601430457180602,-0.026885347313988988
-0.5710086367864935,0.2070184496373762
-0.1262196956440793,0.07515756147064767
-0.28433379026723876,-0.03176990099077246
-0.1261161145776753,-0.029327907665575564
-0.42319691327023173,0.3146192098890655
-0.28589283835785234,-0.2993977818508886
0.9769838661586324,0.2043568433631526
0.622234497110546,-0.8169181673581875
-0.36062701809287945,-0.29128057421944425
0.0,0.0
-0.6150527681674282,-0.5516136801716649
0.0,0.0
-0.3264835031000879,-0.45247631997298493
0.0,0.0
0.6529661292265158,-0.7640761996564734
0.0,0.0
0.0,0.0
0.0,0.0
-0.44873904195965936,-0.4813181915397227
-0.3452560648616148,0.14750276810403534
0.8546840786255365,-0.9910276487659545
0.0,0.0
0.0,0.0
-0.5495729216476232,-0.4119799894596935
0.22041952428594289,-0.703827617105209
-0.36755893883061497,-0.03661223719446683
0.9825936961431216,0.3132075801947171
0.0,0.0
-0.3254264393853601,0.09261949893595277
-0.3223508282507671,-0.11809001516668965
0.25980225439769367,-0.7397089666629223
-0.5856647945388097,-0.3430633470891946
-0.6779676313566065,-0.3269054360948027
-0.4905787954853322,0.2002045531671249
0.0,0.0
0.6622516998826752,0.21847521531730738
0.0,0.0
-0.6948034603432515,-0.44012491668447234
-0.5680306509700979,-0.17862628178476164
-0.5688032541802073,0.11099406533421141
0.0,0.0
-0.2678696196930388,-0.44653840635024705
-0.7084094302713887,-0.07639728518995938
0.0,0.0
0.0,0.0
0.8893861032444562,-0.9912061985555121
-0.2904289882679445,0.16839354074865498
-0.14248434966691187,-0.1406782581369611
0.8685541409867537,-0.9895677413217062
-0.5915078667421678,-0.30215804181148964
0.688183152814001,0.18633937599907527
-0.3852141985156753,-0.16696509047706287
0.9773012876208256,0.32549352950706983
0.0,0.0
0.0,0.0
0.4483737647572863,0.08171498041522963
-0.062272385873818545,0.025002272490498953
0.0,0.0
0.0,0.0
-0.2991259591654113,-0.3728583325018806
-0.20180827738280147,-0.27233598638140105
0.0,0.0
-0.019859793880747184,-0.32751408866275866
-0.44569552795092177,0.11512501221244834
-0.6824078053823825,-0.4507735503473541
-0.10495973322490082,0.12573173496623571
-0.6957282877747379,-0.1629780222831892
-0.37344859414057285,-0.24137127018811755
0.9859331840116062,0.23527720359749296
-0.1324370106592047,0.17827756298332398
0.0,0.0
-0.3215223388125461,-0.22925772937375732
-0.1822340694142892,0.10517193297124611
-0.036358970659220696,0.051533965680856664
0.0,0.0
0.38830610435164853,0.1397251886517748
0.0,0.0
0.0,0.0
-0.6312791773280484,-0.35587696522856166
0.0,0.0
0.0,0.0
-0.5698346283902391,-0.6851270579064827
-0.44072342296255845,-0.726128225269496
-0.1912717727494309,-0.5366730086122677
0.0,0.0
0.7060480450776115,-0.8251245143368359
0.11314026713296489,-0.19054563215250458
-0.24187592899062466,-0.12515243129854528
0.6792592214352867,-0.1324931882189502
0.0,0.0
-0.0646661727933913,0.16536264811553564
-0.23749587155245663,-0.00013124837037757197
-0.055710341350459554,-0.02503286671304531
-0.3671839315558929,-0.3076452047170721
0.2218379024108568,0.12307389399516017
0.0,0.0
-0.4172385168063561,-0.3973356703489978
-0.00857388720316477,0.2312154556278772
0.2860927258365817,0.11937940633930572
0.0,0.0
0.7558992322943138,0.15616161359881958
0.0,0.0
-0.17970461275635258,-0.01681372812387933
-0.4581857546041835,-0.39727004620170764
-0.23446349455192095,0.1966633498213273
0.0,0.0
0.0,0.0
0.9437594577968667,-0.9987857447464155
0.0,0.0
-0.30846372484534856,-0.13600685970681362
0.344860918799432,0.07137986846283842
-0.5214389098978748,-0.044150067749578165
-0.2834363686114801,-0.24207245177254427
0.0,0.0
0.0,0.0
0.7629491501906063,-0.7056833042114142
-0.022777135650987084,0.14397202264667866
0.7265962762805808,0.17974044184771473
-0.41124331467224257,-0.21867274168198794
-0.4577353179952872,-0.20974944096818932
0.0,0.0
-0.6944439504933809,-0.4223740874309414
-0.2918867787432107,-0.10548035753365767
-0.18099522832421905,0.26419098047528994
0.7721161859207628,0.2115071217925414
-0.5735861929545352,-0.31426359116707075
-0.2756318662570533,0.07212298482264946
-0.34919411760105196,0.02592920384009138
-0.4070697421524286,-0.19284941598218855
-0.18257749351528674,-0.07520279789618704
0.0,0.0
-0.6196877954883632,-0.36275762168262676
-0.09953809263432044,-0.10285208345223945
-0.5607383329485056,-0.3646741317723607
0.0,0.0
0.0,0.0
0.0,0.0
-0.5018219255182791,-0.2915814721269485
-0.45682760609946677,-0.24770467115412376
-0.2665243353930588,-0.09902327375671524
0.0,0.0
0.6045967592180829,0.17347501064778229
-0.4997689134848411,-0.21276179935214032
-0.476112610815294,0.28711134472916827
0.0,0.0
-0.7240207413575541,-0.4705312567570124
-0.4603410318724536,-0.09316438092470582
-0.3453074379362762,-0.023762951936478947
-0.056390829042452635,0.09294557495462251
-0.1396958267312727,0.01296446325284244
0.0,0.0
-0.18170467717093297,0.028450253433133624
-0.6261327025636021,-0.3429178341110824
0.5980219132666164,0.11757696954707363
-0.22369639892703425,-0.051716585329289015
-0.42375420409887427,-0.15338315556184798
-0.1782204992386336,0.008741261636623778
-0.10291936986435639,-0.043483217673318184
0.0,0.0
0.9161571648325537,-0.9984699679950195
0.7894503229427703,0.24388922578445774
-0.3206572167539982,0.08298225058420038
-0.012408168776641493,0.054322013653388096
-0.4806615645736012,-0.04870107442944669
-0.2706882333744733,0.04248822199529939
0.6535503892379486,0.20965862882321276
-0.25698863854392556,0.08346702209381757
0.0,0.0
-0.47880745830276084,-0.14932347891267872
-0.4750342278198983,-0.16600279381335248
0.0,0.0
-0.1865693629572467,0.15799440554781471
0.0,0.0
-0.16464486904762007,-0.002990166161390461
-0.1131901932543863,-0.018626423387773566
0.0,0.0
-0.45379375139029837,0.04925622719129265
-0.22880537773530826,-0.1586782548402571
0.178537543909413,0.08765891222161168
0.0,0.0
0.0,0.0
-0.36883345118578487,-0.15316666067054646
0.14919146298857985,0.06008282863572183
-0.32631003057281616,-0.11990313363210252
-0.10424745464701518,0.0631002402391614
-0.15328770026501473,-0.09107810497014596
-0.3803252177743698,-0.025721459050764513
-0.4796114665535579,-0.19300511528533887
-0.4799118445166627,-0.0988880030850841
-0.19183605354899527,0.20292719444687582
0.0,0.0
-0.2831756826216902,-0.08769465332584932
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-0.260240623323628,-0.24469375227689494
-0.22442805241623606,0.15255774427810284
-0.5578681506515226,-0.30182279063515544
-0.11749397488280314,-0.022557641493221103
0.2885009791765916,0.0817365688869015
0.6202600799090422,0.11552668848271447
0.0,0.0
-0.173246931258758,0.03720317927604381
-0.3390302003698221,0.024250257205426794
-0.10997694290416747,-0.077076577490933
-0.17953452571202436,0.06150053434661401
-0.14542213254620776,0.08421317052574692
-0.6251642777673295,-0.4001690650806657
-0.1688756064205139,-0.13540515696170435
0.0,0.0
-0.1693418262486156,0.04809075731473583
-0.02022662075903637,0.08905556639009228
-0.45588352773493657,-0.02620197274232719
-0.2405747112134061,0.03914508190984726
-0.23934590228467795,-0.16379881193336213
0.0,0.0
